,,Missing,Overall
"alanine_aminotransferase, n (%)",4.838826372,,4 (0.0)
"alanine_aminotransferase, n (%)",4.886602932,,3 (0.0)
"alanine_aminotransferase, n (%)",4.934379492,,3 (0.0)
"alanine_aminotransferase, n (%)",4.982156051,,3 (0.0)
"alanine_aminotransferase, n (%)",5.029932611,,2 (0.0)
"alanine_aminotransferase, n (%)",5.077709171,,3 (0.0)
"alanine_aminotransferase, n (%)",5.12548573,,1 (0.0)
"alanine_aminotransferase, n (%)",5.17326229,,3 (0.0)
"alanine_aminotransferase, n (%)",5.221038849,,4 (0.0)
"alanine_aminotransferase, n (%)",5.364368528,,3 (0.0)
"alanine_aminotransferase, n (%)",5.412145088,,3 (0.0)
"alanine_aminotransferase, n (%)",5.459921647,,2 (0.0)
"alanine_aminotransferase, n (%)",5.507698207,,1 (0.0)
"alanine_aminotransferase, n (%)",5.555474767,,4 (0.0)
"alanine_aminotransferase, n (%)",5.651027886,,4 (0.0)
"alanine_aminotransferase, n (%)",5.698804446,,1 (0.0)
"alanine_aminotransferase, n (%)",5.746581005,,1 (0.0)
"alanine_aminotransferase, n (%)",5.794357565,,2 (0.0)
"alanine_aminotransferase, n (%)",5.842134124,,1 (0.0)
"alanine_aminotransferase, n (%)",5.889910684,,1 (0.0)
"alanine_aminotransferase, n (%)",5.937687244,,2 (0.0)
"alanine_aminotransferase, n (%)",5.985463803,,1 (0.0)
"alanine_aminotransferase, n (%)",6.033240363,,2 (0.0)
"alanine_aminotransferase, n (%)",6.081016922,,1 (0.0)
"alanine_aminotransferase, n (%)",6.128793482,,1 (0.0)
"alanine_aminotransferase, n (%)",6.176570042,,6 (0.0)
"alanine_aminotransferase, n (%)",6.224346601,,1 (0.0)
"alanine_aminotransferase, n (%)",6.272123161,,1 (0.0)
"alanine_aminotransferase, n (%)",6.463229399,,1 (0.0)
"alanine_aminotransferase, n (%)",6.511005959,,2 (0.0)
"alanine_aminotransferase, n (%)",6.558782519,,2 (0.0)
"alanine_aminotransferase, n (%)",6.606559078,,4 (0.0)
"alanine_aminotransferase, n (%)",6.702112198,,1 (0.0)
"alanine_aminotransferase, n (%)",6.797665317,,2 (0.0)
"alanine_aminotransferase, n (%)",6.845441876,,2 (0.0)
"alanine_aminotransferase, n (%)",6.988771555,,4 (0.0)
"alanine_aminotransferase, n (%)",7.036548115,,2 (0.0)
"alanine_aminotransferase, n (%)",7.132101234,,1 (0.0)
"alanine_aminotransferase, n (%)",7.227654353,,5 (0.0)
"alanine_aminotransferase, n (%)",7.275430913,,2 (0.0)
"alanine_aminotransferase, n (%)",7.370984032,,1 (0.0)
"alanine_aminotransferase, n (%)",7.466537151,,2 (0.0)
"alanine_aminotransferase, n (%)",7.562090271,,3 (0.0)
"alanine_aminotransferase, n (%)",7.70541995,,1 (0.0)
"alanine_aminotransferase, n (%)",7.753196509,,2 (0.0)
"alanine_aminotransferase, n (%)",7.944302748,,2 (0.0)
"alanine_aminotransferase, n (%)",8.278738665,,1 (0.0)
"alanine_aminotransferase, n (%)",8.374291784,,1 (0.0)
"alanine_aminotransferase, n (%)",8.517621463,,1 (0.0)
"alanine_aminotransferase, n (%)",8.613174582,,2 (0.0)
"alanine_aminotransferase, n (%)",8.660951142,,1 (0.0)
"alanine_aminotransferase, n (%)",8.89983394,,1 (0.0)
"alanine_aminotransferase, n (%)",9.043163619,,1 (0.0)
"alanine_aminotransferase, n (%)",9.090940178,,1 (0.0)
"alanine_aminotransferase, n (%)",9.186493298,,1 (0.0)
"alanine_aminotransferase, n (%)",9.520929215,,1 (0.0)
"alanine_aminotransferase, n (%)",9.807588573,,1 (0.0)
"alanine_aminotransferase, n (%)",9.855365132,,1 (0.0)
"alanine_aminotransferase, n (%)",9.950918252,,1 (0.0)
"chloride, n (%)",-0.139275288,,766 (4.9)
"chloride, n (%)",-0.549439371,,570 (3.7)
"chloride, n (%)",-0.959603454,,452 (2.9)
"chloride, n (%)",-1.369767536,,379 (2.4)
"chloride, n (%)",-1.779931619,,264 (1.7)
"chloride, n (%)",-2.190095702,,194 (1.3)
"chloride, n (%)",-2.600259785,,137 (0.9)
"chloride, n (%)",-3.010423867,,100 (0.6)
"chloride, n (%)",-3.42058795,,70 (0.5)
"chloride, n (%)",-3.830752033,,47 (0.3)
"chloride, n (%)",-4.240916116,,47 (0.3)
"chloride, n (%)",-4.651080198,,24 (0.2)
"chloride, n (%)",-5.061244281,,15 (0.1)
"chloride, n (%)",-5.471408364,,10 (0.1)
"chloride, n (%)",-5.881572447,,3 (0.0)
"chloride, n (%)",-6.291736529,,4 (0.0)
"chloride, n (%)",-6.507893001,,7 (0.0)
"chloride, n (%)",0.0,,9010 (58.2)
"chloride, n (%)",0.270888795,,750 (4.8)
"chloride, n (%)",0.681052877,,767 (5.0)
"chloride, n (%)",1.09121696,,652 (4.2)
"chloride, n (%)",1.501381043,,489 (3.2)
"chloride, n (%)",1.911545126,,306 (2.0)
"chloride, n (%)",2.321709208,,218 (1.4)
"chloride, n (%)",2.731873291,,109 (0.7)
"chloride, n (%)",3.142037374,,61 (0.4)
"chloride, n (%)",3.552201457,,20 (0.1)
"chloride, n (%)",3.96236554,,13 (0.1)
"sodium, n (%)",-0.377404844,,759 (4.9)
"sodium, n (%)",-0.865137301,,545 (3.5)
"sodium, n (%)",-1.352869759,,388 (2.5)
"sodium, n (%)",-1.39e-14,,9012 (58.2)
"sodium, n (%)",-1.840602216,,308 (2.0)
"sodium, n (%)",-2.328334674,,204 (1.3)
"sodium, n (%)",-2.816067131,,129 (0.8)
"sodium, n (%)",-3.303799589,,79 (0.5)
"sodium, n (%)",-3.791532046,,65 (0.4)
"sodium, n (%)",-4.279264504,,46 (0.3)
"sodium, n (%)",-4.766996961,,29 (0.2)
"sodium, n (%)",-5.254729419,,18 (0.1)
"sodium, n (%)",-5.742461877,,15 (0.1)
"sodium, n (%)",-6.230194334,,10 (0.1)
"sodium, n (%)",-6.717926792,,9 (0.1)
"sodium, n (%)",0.110327614,,908 (5.9)
"sodium, n (%)",0.598060072,,976 (6.3)
"sodium, n (%)",1.085792529,,840 (5.4)
"sodium, n (%)",1.573524987,,578 (3.7)
"sodium, n (%)",2.061257444,,338 (2.2)
"sodium, n (%)",2.548989902,,156 (1.0)
"sodium, n (%)",3.036722359,,48 (0.3)
"sodium, n (%)",3.524454817,,16 (0.1)
"sodium, n (%)",4.012187274,,8 (0.1)
"lymphocyte, n (%)",-0.007297756,,10 (0.1)
"lymphocyte, n (%)",-0.028599413,,7 (0.0)
"lymphocyte, n (%)",-0.049901069,,6 (0.0)
"lymphocyte, n (%)",-0.071202726,,3 (0.0)
"lymphocyte, n (%)",-0.092504383,,7 (0.0)
"lymphocyte, n (%)",-0.113806039,,415 (2.7)
"lymphocyte, n (%)",-0.135107696,,7 (0.0)
"lymphocyte, n (%)",-0.156409352,,5 (0.0)
"lymphocyte, n (%)",-0.177711009,,8 (0.1)
"lymphocyte, n (%)",-0.199012666,,4 (0.0)
"lymphocyte, n (%)",-0.220314322,,8 (0.1)
"lymphocyte, n (%)",-0.241615979,,8 (0.1)
"lymphocyte, n (%)",-0.262917636,,5 (0.0)
"lymphocyte, n (%)",-0.284219292,,5 (0.0)
"lymphocyte, n (%)",-0.305520949,,5 (0.0)
"lymphocyte, n (%)",-0.326822605,,474 (3.1)
"lymphocyte, n (%)",-0.348124262,,6 (0.0)
"lymphocyte, n (%)",-0.369425919,,12 (0.1)
"lymphocyte, n (%)",-0.390727575,,4 (0.0)
"lymphocyte, n (%)",-0.412029232,,10 (0.1)
"lymphocyte, n (%)",-0.433330889,,6 (0.0)
"lymphocyte, n (%)",-0.454632545,,8 (0.1)
"lymphocyte, n (%)",-0.475934202,,6 (0.0)
"lymphocyte, n (%)",-0.497235858,,7 (0.0)
"lymphocyte, n (%)",-0.518537515,,8 (0.1)
"lymphocyte, n (%)",-0.539839172,,451 (2.9)
"lymphocyte, n (%)",-0.561140828,,3 (0.0)
"lymphocyte, n (%)",-0.582442485,,8 (0.1)
"lymphocyte, n (%)",-0.603744142,,5 (0.0)
"lymphocyte, n (%)",-0.625045798,,6 (0.0)
"lymphocyte, n (%)",-0.646347455,,7 (0.0)
"lymphocyte, n (%)",-0.667649111,,6 (0.0)
"lymphocyte, n (%)",-0.688950768,,9 (0.1)
"lymphocyte, n (%)",-0.710252425,,5 (0.0)
"lymphocyte, n (%)",-0.731554081,,7 (0.0)
"lymphocyte, n (%)",-0.752855738,,462 (3.0)
"lymphocyte, n (%)",-0.774157395,,5 (0.0)
"lymphocyte, n (%)",-0.795459051,,5 (0.0)
"lymphocyte, n (%)",-0.816760708,,2 (0.0)
"lymphocyte, n (%)",-0.838062364,,8 (0.1)
"lymphocyte, n (%)",-0.859364021,,6 (0.0)
"lymphocyte, n (%)",-0.880665678,,5 (0.0)
"lymphocyte, n (%)",-0.901967334,,5 (0.0)
"lymphocyte, n (%)",-0.923268991,,6 (0.0)
"lymphocyte, n (%)",-0.944570648,,5 (0.0)
"lymphocyte, n (%)",-0.965872304,,471 (3.0)
"lymphocyte, n (%)",-0.987173961,,8 (0.1)
"lymphocyte, n (%)",-1.008475617,,5 (0.0)
"lymphocyte, n (%)",-1.029777274,,6 (0.0)
"lymphocyte, n (%)",-1.051078931,,6 (0.0)
"lymphocyte, n (%)",-1.072380587,,7 (0.0)
"lymphocyte, n (%)",-1.093682244,,8 (0.1)
"lymphocyte, n (%)",-1.114983901,,3 (0.0)
"lymphocyte, n (%)",-1.136285557,,6 (0.0)
"lymphocyte, n (%)",-1.157587214,,6 (0.0)
"lymphocyte, n (%)",-1.17888887,,446 (2.9)
"lymphocyte, n (%)",-1.200190527,,7 (0.0)
"lymphocyte, n (%)",-1.221492184,,4 (0.0)
"lymphocyte, n (%)",-1.24279384,,6 (0.0)
"lymphocyte, n (%)",-1.264095497,,5 (0.0)
"lymphocyte, n (%)",-1.285397154,,4 (0.0)
"lymphocyte, n (%)",-1.30669881,,18 (0.1)
"lymphocyte, n (%)",-1.328000467,,7 (0.0)
"lymphocyte, n (%)",-1.349302123,,9 (0.1)
"lymphocyte, n (%)",-1.37060378,,4 (0.0)
"lymphocyte, n (%)",-1.391905437,,362 (2.3)
"lymphocyte, n (%)",-1.413207093,,4 (0.0)
"lymphocyte, n (%)",-1.43450875,,6 (0.0)
"lymphocyte, n (%)",-1.455810407,,6 (0.0)
"lymphocyte, n (%)",-1.477112063,,3 (0.0)
"lymphocyte, n (%)",-1.49841372,,8 (0.1)
"lymphocyte, n (%)",-1.519715376,,7 (0.0)
"lymphocyte, n (%)",-1.541017033,,11 (0.1)
"lymphocyte, n (%)",-1.56231869,,5 (0.0)
"lymphocyte, n (%)",-1.583620346,,9 (0.1)
"lymphocyte, n (%)",-1.604922003,,290 (1.9)
"lymphocyte, n (%)",-1.647525316,,5 (0.0)
"lymphocyte, n (%)",-1.668826973,,5 (0.0)
"lymphocyte, n (%)",-1.690128629,,10 (0.1)
"lymphocyte, n (%)",-1.711430286,,3 (0.0)
"lymphocyte, n (%)",-1.732731943,,3 (0.0)
"lymphocyte, n (%)",-1.754033599,,7 (0.0)
"lymphocyte, n (%)",-1.775335256,,12 (0.1)
"lymphocyte, n (%)",-1.796636913,,4 (0.0)
"lymphocyte, n (%)",-1.817938569,,209 (1.3)
"lymphocyte, n (%)",-1.839240226,,1 (0.0)
"lymphocyte, n (%)",-1.860541882,,4 (0.0)
"lymphocyte, n (%)",-1.881843539,,1 (0.0)
"lymphocyte, n (%)",-1.903145196,,4 (0.0)
"lymphocyte, n (%)",-1.924446852,,6 (0.0)
"lymphocyte, n (%)",-1.945748509,,1 (0.0)
"lymphocyte, n (%)",-1.967050166,,4 (0.0)
"lymphocyte, n (%)",-1.988351822,,7 (0.0)
"lymphocyte, n (%)",-2.009653479,,3 (0.0)
"lymphocyte, n (%)",-2.030955135,,165 (1.1)
"lymphocyte, n (%)",-2.052256792,,2 (0.0)
"lymphocyte, n (%)",-2.073558449,,3 (0.0)
"lymphocyte, n (%)",-2.094860105,,2 (0.0)
"lymphocyte, n (%)",-2.116161762,,2 (0.0)
"lymphocyte, n (%)",-2.137463419,,2 (0.0)
"lymphocyte, n (%)",-2.158765075,,1 (0.0)
"lymphocyte, n (%)",-2.180066732,,2 (0.0)
"lymphocyte, n (%)",-2.201368389,,3 (0.0)
"lymphocyte, n (%)",-2.222670045,,2 (0.0)
"lymphocyte, n (%)",-2.243971702,,88 (0.6)
"lymphocyte, n (%)",-2.265273358,,1 (0.0)
"lymphocyte, n (%)",-2.286575015,,3 (0.0)
"lymphocyte, n (%)",-2.307876672,,1 (0.0)
"lymphocyte, n (%)",-2.329178328,,2 (0.0)
"lymphocyte, n (%)",-2.350479985,,2 (0.0)
"lymphocyte, n (%)",-2.393083298,,3 (0.0)
"lymphocyte, n (%)",-2.414384955,,2 (0.0)
"lymphocyte, n (%)",-2.456988268,,53 (0.3)
"lymphocyte, n (%)",0.0,,7518 (48.6)
"lymphocyte, n (%)",0.014003901,,13 (0.1)
"lymphocyte, n (%)",0.035305557,,9 (0.1)
"lymphocyte, n (%)",0.056607214,,7 (0.0)
"lymphocyte, n (%)",0.07790887,,5 (0.0)
"lymphocyte, n (%)",0.099210527,,363 (2.3)
"lymphocyte, n (%)",0.120512184,,9 (0.1)
"lymphocyte, n (%)",0.14181384,,8 (0.1)
"lymphocyte, n (%)",0.163115497,,8 (0.1)
"lymphocyte, n (%)",0.184417154,,9 (0.1)
"lymphocyte, n (%)",0.20571881,,5 (0.0)
"lymphocyte, n (%)",0.227020467,,4 (0.0)
"lymphocyte, n (%)",0.248322123,,12 (0.1)
"lymphocyte, n (%)",0.26962378,,5 (0.0)
"lymphocyte, n (%)",0.290925437,,7 (0.0)
"lymphocyte, n (%)",0.312227093,,416 (2.7)
"lymphocyte, n (%)",0.33352875,,1 (0.0)
"lymphocyte, n (%)",0.354830407,,4 (0.0)
"lymphocyte, n (%)",0.376132063,,4 (0.0)
"lymphocyte, n (%)",0.39743372,,6 (0.0)
"lymphocyte, n (%)",0.418735376,,2 (0.0)
"lymphocyte, n (%)",0.440037033,,10 (0.1)
"lymphocyte, n (%)",0.46133869,,5 (0.0)
"lymphocyte, n (%)",0.482640346,,4 (0.0)
"lymphocyte, n (%)",0.503942003,,7 (0.0)
"lymphocyte, n (%)",0.52524366,,335 (2.2)
"lymphocyte, n (%)",0.546545316,,6 (0.0)
"lymphocyte, n (%)",0.567846973,,4 (0.0)
"lymphocyte, n (%)",0.589148629,,3 (0.0)
"lymphocyte, n (%)",0.610450286,,5 (0.0)
"lymphocyte, n (%)",0.631751943,,4 (0.0)
"lymphocyte, n (%)",0.653053599,,7 (0.0)
"lymphocyte, n (%)",0.674355256,,7 (0.0)
"lymphocyte, n (%)",0.695656913,,5 (0.0)
"lymphocyte, n (%)",0.716958569,,6 (0.0)
"lymphocyte, n (%)",0.738260226,,310 (2.0)
"lymphocyte, n (%)",0.759561882,,5 (0.0)
"lymphocyte, n (%)",0.780863539,,8 (0.1)
"lymphocyte, n (%)",0.802165196,,5 (0.0)
"lymphocyte, n (%)",0.823466852,,4 (0.0)
"lymphocyte, n (%)",0.844768509,,4 (0.0)
"lymphocyte, n (%)",0.866070166,,7 (0.0)
"lymphocyte, n (%)",0.887371822,,4 (0.0)
"lymphocyte, n (%)",0.908673479,,3 (0.0)
"lymphocyte, n (%)",0.929975135,,2 (0.0)
"lymphocyte, n (%)",0.951276792,,265 (1.7)
"lymphocyte, n (%)",0.972578449,,1 (0.0)
"lymphocyte, n (%)",0.993880105,,6 (0.0)
"lymphocyte, n (%)",1.015181762,,6 (0.0)
"lymphocyte, n (%)",1.036483419,,6 (0.0)
"lymphocyte, n (%)",1.057785075,,5 (0.0)
"lymphocyte, n (%)",1.079086732,,1 (0.0)
"lymphocyte, n (%)",1.100388388,,4 (0.0)
"lymphocyte, n (%)",1.121690045,,3 (0.0)
"lymphocyte, n (%)",1.142991702,,5 (0.0)
"lymphocyte, n (%)",1.164293358,,236 (1.5)
"lymphocyte, n (%)",1.185595015,,6 (0.0)
"lymphocyte, n (%)",1.206896672,,2 (0.0)
"lymphocyte, n (%)",1.228198328,,1 (0.0)
"lymphocyte, n (%)",1.249499985,,5 (0.0)
"lymphocyte, n (%)",1.270801641,,3 (0.0)
"lymphocyte, n (%)",1.292103298,,6 (0.0)
"lymphocyte, n (%)",1.313404955,,3 (0.0)
"lymphocyte, n (%)",1.334706611,,3 (0.0)
"lymphocyte, n (%)",1.356008268,,5 (0.0)
"lymphocyte, n (%)",1.377309925,,185 (1.2)
"lymphocyte, n (%)",1.398611581,,1 (0.0)
"lymphocyte, n (%)",1.419913238,,4 (0.0)
"lymphocyte, n (%)",1.441214894,,5 (0.0)
"lymphocyte, n (%)",1.462516551,,2 (0.0)
"lymphocyte, n (%)",1.483818208,,3 (0.0)
"lymphocyte, n (%)",1.505119864,,3 (0.0)
"lymphocyte, n (%)",1.526421521,,6 (0.0)
"lymphocyte, n (%)",1.547723178,,3 (0.0)
"lymphocyte, n (%)",1.569024834,,5 (0.0)
"lymphocyte, n (%)",1.590326491,,166 (1.1)
"lymphocyte, n (%)",1.611628147,,5 (0.0)
"lymphocyte, n (%)",1.632929804,,2 (0.0)
"lymphocyte, n (%)",1.654231461,,3 (0.0)
"lymphocyte, n (%)",1.675533117,,6 (0.0)
"lymphocyte, n (%)",1.696834774,,1 (0.0)
"lymphocyte, n (%)",1.718136431,,2 (0.0)
"lymphocyte, n (%)",1.739438087,,2 (0.0)
"lymphocyte, n (%)",1.760739744,,2 (0.0)
"lymphocyte, n (%)",1.7820414,,4 (0.0)
"lymphocyte, n (%)",1.803343057,,142 (0.9)
"lymphocyte, n (%)",1.824644714,,1 (0.0)
"lymphocyte, n (%)",1.867248027,,1 (0.0)
"lymphocyte, n (%)",1.888549684,,4 (0.0)
"lymphocyte, n (%)",1.90985134,,2 (0.0)
"lymphocyte, n (%)",1.931152997,,1 (0.0)
"lymphocyte, n (%)",1.952454653,,1 (0.0)
"lymphocyte, n (%)",1.97375631,,1 (0.0)
"lymphocyte, n (%)",2.016359623,,107 (0.7)
"lymphocyte, n (%)",2.03766128,,2 (0.0)
"lymphocyte, n (%)",2.058962937,,2 (0.0)
"lymphocyte, n (%)",2.080264593,,2 (0.0)
"lymphocyte, n (%)",2.10156625,,2 (0.0)
"lymphocyte, n (%)",2.122867906,,3 (0.0)
"lymphocyte, n (%)",2.144169563,,4 (0.0)
"lymphocyte, n (%)",2.16547122,,3 (0.0)
"lymphocyte, n (%)",2.186772876,,3 (0.0)
"lymphocyte, n (%)",2.208074533,,1 (0.0)
"lymphocyte, n (%)",2.22937619,,75 (0.5)
"lymphocyte, n (%)",2.250677846,,3 (0.0)
"lymphocyte, n (%)",2.293281159,,1 (0.0)
"lymphocyte, n (%)",2.314582816,,6 (0.0)
"lymphocyte, n (%)",2.335884473,,2 (0.0)
"lymphocyte, n (%)",2.357186129,,4 (0.0)
"lymphocyte, n (%)",2.378487786,,4 (0.0)
"lymphocyte, n (%)",2.399789443,,2 (0.0)
"lymphocyte, n (%)",2.421091099,,4 (0.0)
"lymphocyte, n (%)",2.442392756,,77 (0.5)
"lymphocyte, n (%)",2.463694412,,1 (0.0)
"lymphocyte, n (%)",2.484996069,,2 (0.0)
"lymphocyte, n (%)",2.506297726,,5 (0.0)
"lymphocyte, n (%)",2.527599382,,2 (0.0)
"lymphocyte, n (%)",2.548901039,,1 (0.0)
"lymphocyte, n (%)",2.570202696,,1 (0.0)
"lymphocyte, n (%)",2.591504352,,1 (0.0)
"lymphocyte, n (%)",2.612806009,,1 (0.0)
"lymphocyte, n (%)",2.634107665,,3 (0.0)
"lymphocyte, n (%)",2.655409322,,82 (0.5)
"lymphocyte, n (%)",2.676710979,,2 (0.0)
"lymphocyte, n (%)",2.698012635,,2 (0.0)
"lymphocyte, n (%)",2.719314292,,3 (0.0)
"lymphocyte, n (%)",2.761917605,,1 (0.0)
"lymphocyte, n (%)",2.783219262,,1 (0.0)
"lymphocyte, n (%)",2.825822575,,2 (0.0)
"lymphocyte, n (%)",2.847124232,,3 (0.0)
"lymphocyte, n (%)",2.868425888,,41 (0.3)
"lymphocyte, n (%)",2.889727545,,1 (0.0)
"lymphocyte, n (%)",2.911029202,,5 (0.0)
"lymphocyte, n (%)",2.932330858,,1 (0.0)
"lymphocyte, n (%)",2.974934171,,3 (0.0)
"lymphocyte, n (%)",2.996235828,,1 (0.0)
"lymphocyte, n (%)",3.017537485,,4 (0.0)
"lymphocyte, n (%)",3.060140798,,1 (0.0)
"lymphocyte, n (%)",3.081442455,,42 (0.3)
"lymphocyte, n (%)",3.124045768,,1 (0.0)
"lymphocyte, n (%)",3.145347424,,1 (0.0)
"lymphocyte, n (%)",3.209252394,,1 (0.0)
"lymphocyte, n (%)",3.230554051,,2 (0.0)
"lymphocyte, n (%)",3.251855708,,2 (0.0)
"lymphocyte, n (%)",3.294459021,,31 (0.2)
"lymphocyte, n (%)",3.358363991,,1 (0.0)
"lymphocyte, n (%)",3.379665647,,2 (0.0)
"lymphocyte, n (%)",3.400967304,,1 (0.0)
"lymphocyte, n (%)",3.422268961,,1 (0.0)
"lymphocyte, n (%)",3.443570617,,1 (0.0)
"lymphocyte, n (%)",3.464872274,,1 (0.0)
"lymphocyte, n (%)",3.507475587,,26 (0.2)
"lymphocyte, n (%)",3.571380557,,1 (0.0)
"lymphocyte, n (%)",3.592682214,,1 (0.0)
"lymphocyte, n (%)",3.61398387,,2 (0.0)
"lymphocyte, n (%)",3.656587183,,4 (0.0)
"lymphocyte, n (%)",3.67788884,,1 (0.0)
"lymphocyte, n (%)",3.720492153,,22 (0.1)
"lymphocyte, n (%)",3.74179381,,2 (0.0)
"lymphocyte, n (%)",3.784397123,,1 (0.0)
"lymphocyte, n (%)",3.848302093,,1 (0.0)
"lymphocyte, n (%)",3.912207063,,2 (0.0)
"lymphocyte, n (%)",3.93350872,,18 (0.1)
"lymphocyte, n (%)",3.997413689,,1 (0.0)
"lymphocyte, n (%)",4.018715346,,1 (0.0)
"lymphocyte, n (%)",4.040017003,,1 (0.0)
"lymphocyte, n (%)",4.146525286,,9 (0.1)
"lymphocyte, n (%)",4.210430256,,1 (0.0)
"lymphocyte, n (%)",4.253033569,,1 (0.0)
"lymphocyte, n (%)",4.338240195,,1 (0.0)
"lymphocyte, n (%)",4.359541852,,16 (0.1)
"lymphocyte, n (%)",4.466050135,,2 (0.0)
"lymphocyte, n (%)",4.508653448,,1 (0.0)
"lymphocyte, n (%)",4.551256762,,1 (0.0)
"lymphocyte, n (%)",4.572558418,,11 (0.1)
"lymphocyte, n (%)",4.593860075,,1 (0.0)
"lymphocyte, n (%)",4.700368358,,1 (0.0)
"lymphocyte, n (%)",4.721670015,,1 (0.0)
"lymphocyte, n (%)",4.785574985,,5 (0.0)
"lymphocyte, n (%)",4.870781611,,1 (0.0)
"lymphocyte, n (%)",4.955988238,,1 (0.0)
"lymphocyte, n (%)",4.998591551,,7 (0.0)
"lymphocyte, n (%)",5.19030646,,1 (0.0)
"lymphocyte, n (%)",5.211608117,,4 (0.0)
"lymphocyte, n (%)",5.275513087,,2 (0.0)
"lymphocyte, n (%)",5.424624683,,3 (0.0)
"lymphocyte, n (%)",5.63764125,,6 (0.0)
"lymphocyte, n (%)",5.744149533,,1 (0.0)
"lymphocyte, n (%)",5.765451189,,1 (0.0)
"lymphocyte, n (%)",5.850657816,,2 (0.0)
"lymphocyte, n (%)",5.978467756,,1 (0.0)
"lymphocyte, n (%)",6.489707515,,1 (0.0)
"lymphocyte, n (%)",6.702724081,,1 (0.0)
"lymphocyte, n (%)",6.710925219,,8 (0.1)
"esas_drowsiness, n (%)",-0.272689683,,1834 (11.8)
"esas_drowsiness, n (%)",-0.722495483,,7961 (51.4)
"esas_drowsiness, n (%)",0.177116117,,1564 (10.1)
"esas_drowsiness, n (%)",0.626921918,,1225 (7.9)
"esas_drowsiness, n (%)",1.076727718,,838 (5.4)
"esas_drowsiness, n (%)",1.526533518,,782 (5.1)
"esas_drowsiness, n (%)",1.976339318,,521 (3.4)
"esas_drowsiness, n (%)",2.426145118,,407 (2.6)
"esas_drowsiness, n (%)",2.875950918,,222 (1.4)
"esas_drowsiness, n (%)",3.325756718,,79 (0.5)
"esas_drowsiness, n (%)",3.775562518,,51 (0.3)
"esas_appetite, n (%)",-0.261166077,,1631 (10.5)
"esas_appetite, n (%)",-0.682624706,,8460 (54.6)
"esas_appetite, n (%)",0.160292551,,1324 (8.6)
"esas_appetite, n (%)",0.58175118,,1035 (6.7)
"esas_appetite, n (%)",1.003209808,,734 (4.7)
"esas_appetite, n (%)",1.424668437,,901 (5.8)
"esas_appetite, n (%)",1.846127066,,451 (2.9)
"esas_appetite, n (%)",2.267585694,,388 (2.5)
"esas_appetite, n (%)",2.689044323,,312 (2.0)
"esas_appetite, n (%)",3.110502951,,144 (0.9)
"esas_appetite, n (%)",3.53196158,,104 (0.7)
"phosphate, n (%)",-0.008803649,,127 (0.8)
"phosphate, n (%)",-0.092118551,,123 (0.8)
"phosphate, n (%)",-0.175433453,,154 (1.0)
"phosphate, n (%)",-0.258748355,,117 (0.8)
"phosphate, n (%)",-0.342063257,,128 (0.8)
"phosphate, n (%)",-0.425378159,,140 (0.9)
"phosphate, n (%)",-0.508693061,,119 (0.8)
"phosphate, n (%)",-0.592007963,,111 (0.7)
"phosphate, n (%)",-0.675322865,,118 (0.8)
"phosphate, n (%)",-0.758637768,,121 (0.8)
"phosphate, n (%)",-0.84195267,,94 (0.6)
"phosphate, n (%)",-0.925267572,,102 (0.7)
"phosphate, n (%)",-1.008582474,,101 (0.7)
"phosphate, n (%)",-1.091897376,,122 (0.8)
"phosphate, n (%)",-1.175212278,,98 (0.6)
"phosphate, n (%)",-1.25852718,,101 (0.7)
"phosphate, n (%)",-1.341842082,,79 (0.5)
"phosphate, n (%)",-1.425156984,,78 (0.5)
"phosphate, n (%)",-1.508471886,,86 (0.6)
"phosphate, n (%)",-1.591786788,,71 (0.5)
"phosphate, n (%)",-1.67510169,,66 (0.4)
"phosphate, n (%)",-1.758416593,,56 (0.4)
"phosphate, n (%)",-1.841731495,,69 (0.4)
"phosphate, n (%)",-1.925046397,,63 (0.4)
"phosphate, n (%)",-2.008361299,,54 (0.3)
"phosphate, n (%)",-2.091676201,,44 (0.3)
"phosphate, n (%)",-2.174991103,,55 (0.4)
"phosphate, n (%)",-2.258306005,,37 (0.2)
"phosphate, n (%)",-2.341620907,,42 (0.3)
"phosphate, n (%)",-2.424935809,,41 (0.3)
"phosphate, n (%)",-2.508250711,,48 (0.3)
"phosphate, n (%)",-2.591565613,,42 (0.3)
"phosphate, n (%)",-2.674880515,,34 (0.2)
"phosphate, n (%)",-2.758195418,,34 (0.2)
"phosphate, n (%)",-2.84151032,,14 (0.1)
"phosphate, n (%)",-2.924825222,,14 (0.1)
"phosphate, n (%)",-3.008140124,,16 (0.1)
"phosphate, n (%)",-3.091455026,,28 (0.2)
"phosphate, n (%)",-3.174769928,,17 (0.1)
"phosphate, n (%)",-3.25808483,,12 (0.1)
"phosphate, n (%)",-3.341399732,,10 (0.1)
"phosphate, n (%)",-3.424714634,,18 (0.1)
"phosphate, n (%)",-3.508029536,,7 (0.0)
"phosphate, n (%)",-3.591344438,,8 (0.1)
"phosphate, n (%)",-3.67465934,,10 (0.1)
"phosphate, n (%)",-3.757974243,,7 (0.0)
"phosphate, n (%)",-3.841289145,,8 (0.1)
"phosphate, n (%)",-3.924604047,,6 (0.0)
"phosphate, n (%)",-4.007918949,,4 (0.0)
"phosphate, n (%)",-4.091233851,,5 (0.0)
"phosphate, n (%)",-4.174548753,,5 (0.0)
"phosphate, n (%)",-4.257863655,,1 (0.0)
